,net_worth_billions,age,clusters
17704,4.4,65.0,0
17705,4.4,52.0,1
17706,4.4,54.0,0
17707,4.4,66.0,0
17708,4.4,55.0,0
17709,4.4,47.0,1
17710,4.3,92.0,3
17711,4.3,79.0,3
17712,4.3,70.0,0
17713,4.3,68.0,0
17714,4.3,78.0,3
17715,4.3,60.0,0
17716,4.3,86.0,3
17717,4.3,66.0,0
17718,4.3,39.0,1
17719,4.3,49.0,1
17720,4.3,73.0,3
17721,4.3,86.0,3
17722,4.3,41.0,1
17723,4.3,39.0,1
17724,4.3,69.0,0
17725,4.2,57.0,0
17726,4.2,66.0,0
17727,4.2,68.0,0
17728,4.2,88.0,3
17729,4.2,61.0,0
17730,4.2,83.0,3
17731,4.2,69.0,0
17732,4.2,64.0,0
17733,4.2,29.0,1
17734,4.2,75.0,3
17735,4.2,86.0,3
17736,4.2,85.0,3
17737,4.2,53.0,1
17738,4.1,66.0,0
17739,4.1,75.0,3
17740,4.1,87.0,3
17741,4.1,72.0,3
17742,4.1,51.0,1
17743,4.1,83.0,3
17744,4.1,68.0,0
17745,4.1,86.0,3
17746,4.1,78.0,3
17747,4.1,64.0,0
17748,4.1,51.0,1
17749,4.1,50.0,1
17750,4.1,75.0,3
17751,4.1,87.0,3
17752,4.1,72.0,3
17753,4.1,67.0,0
17754,4.1,85.0,3
17755,4.1,62.0,0
17756,4.1,65.0,0
17757,4.1,53.0,1
17758,4.1,27.0,1
17759,4.1,45.0,1
17760,4.1,62.0,0
17761,4.0,48.0,1
17762,4.0,66.0,0
17763,4.0,40.0,1
17764,4.0,51.0,1
17765,4.0,76.0,3
17766,4.0,91.0,3
17767,4.0,53.0,1
17768,4.0,50.0,1
17769,4.0,66.0,0
17770,4.0,50.0,1
17771,4.0,74.0,3
17772,4.0,78.0,3
17773,4.0,63.0,0
17774,4.0,74.0,3
17775,4.0,63.0,0
17776,4.0,77.0,3
17777,4.0,76.0,3
17778,4.0,58.0,0
17779,4.0,65.0,0
17780,4.0,51.0,1
17781,4.0,70.0,0
17782,4.0,34.0,1
17783,3.9,79.0,3
17784,3.9,59.0,0
17785,3.9,53.0,1
17786,3.9,71.0,3
17787,3.9,64.0,0
17788,3.9,77.0,3
17789,3.9,93.0,3
17790,3.9,68.0,0
17791,3.9,63.0,0
17792,3.9,64.0,0
17793,3.9,63.0,0
17794,3.9,77.0,3
17795,3.9,76.0,3
17796,3.9,85.0,3
17797,3.9,72.0,3
17798,3.9,60.0,0
17799,3.8,34.0,1
17800,3.8,78.0,3
17801,3.8,60.0,0
17802,3.8,36.0,1
17803,3.8,80.0,3
17804,3.8,36.0,1
17805,3.8,67.0,0
17806,3.8,63.0,0
17807,3.8,63.0,0
17808,3.8,40.0,1
17809,3.8,52.0,1
17810,3.8,81.0,3
17811,3.8,62.0,0
17812,3.8,54.0,0
17813,3.8,83.0,3
17814,3.8,63.0,0
17815,3.8,52.0,1
17816,3.8,46.0,1
17817,3.7,82.0,3
17818,3.7,59.0,0
17819,3.7,67.0,0
17820,3.7,60.0,0
17821,3.7,56.0,0
17822,3.7,59.0,0
17823,3.7,87.0,3
17824,3.7,62.0,0
17825,3.7,61.0,0
17826,3.7,58.0,0
17827,3.7,64.0,0
17828,3.7,52.0,1
17829,3.7,77.0,3
17830,3.7,56.0,0
17831,3.7,45.0,1
17832,3.7,62.0,0
17833,3.7,71.0,3
17834,3.7,56.0,0
17835,3.7,68.0,0
17836,3.7,68.0,0
17837,3.7,66.0,0
17838,3.7,69.0,0
17839,3.7,67.0,0
17840,3.6,53.0,1
17841,3.6,60.0,0
17842,3.6,59.0,0
17843,3.6,64.0,0
17844,3.6,53.0,1
17845,3.6,54.0,0
17846,3.6,75.0,3
17847,3.6,78.0,3
17848,3.6,71.0,3
17849,3.6,64.0,0
17850,3.6,62.0,0
17851,3.6,74.0,3
17852,3.6,52.0,1
17853,3.6,66.0,0
17854,3.6,52.0,1
17855,3.6,72.0,3
17856,3.6,71.0,3
17857,3.6,63.0,0
17858,3.6,87.0,3
17859,3.6,73.0,3
17860,3.6,65.0,0
17861,3.6,52.0,1
17862,3.6,66.0,0
17863,3.5,74.0,3
17864,3.5,76.0,3
17865,3.5,80.0,3
17866,3.5,82.0,3
17867,3.5,52.0,1
17868,3.5,63.0,0
17869,3.5,81.0,3
17870,3.5,87.0,3
17871,3.5,74.0,3
17872,3.5,66.0,0
17873,3.5,53.0,1
17874,3.5,88.0,3
17875,3.5,69.0,0
17876,3.5,49.0,1
17877,3.5,60.0,0
17878,3.5,66.0,0
17879,3.5,73.0,3
17880,3.5,63.0,0
17881,3.5,57.0,0
17882,3.5,53.0,1
17883,3.5,61.0,0
17884,3.5,59.0,0
17885,3.5,85.0,3
17886,3.5,83.0,3
17887,3.5,65.0,0
17888,3.5,55.0,0
17889,3.5,61.0,0
17890,3.4,50.0,1
17891,3.4,47.0,1
17892,3.4,65.0,0
17893,3.4,92.0,3
17894,3.4,38.0,1
17895,3.4,59.0,0
17896,3.4,79.0,3
17897,3.4,38.0,1
17898,3.4,80.0,3
17899,3.4,63.0,0
17900,3.4,77.0,3
17901,3.4,69.0,0
17902,3.4,48.0,1
17903,3.4,72.0,3
17904,3.4,53.0,1
17905,3.4,58.0,0
17906,3.4,63.0,0
17907,3.4,46.0,1
17908,3.4,63.0,0
17909,3.4,50.0,1
17910,3.4,55.0,0
17911,3.4,69.0,0
17912,3.4,86.0,3
17913,3.4,76.0,3
17914,3.3,64.0,0
17915,3.3,63.0,0
17916,3.3,43.0,1
17917,3.3,75.0,3
17918,3.3,69.0,0
17919,3.3,83.0,3
17920,3.3,86.0,3
17921,3.3,70.0,0
17922,3.3,66.0,0
17923,3.3,75.0,3
17924,3.3,64.0,0
17925,3.3,50.0,1
17926,3.3,81.0,3
17927,3.3,51.0,1
17928,3.3,51.0,1
17929,3.3,82.0,3
17930,3.3,60.0,0
17931,3.3,81.0,3
17932,3.3,54.0,0
17933,3.3,62.0,0
17934,3.3,68.0,0
17935,3.3,58.0,0
17936,3.3,45.0,1
17937,3.3,61.0,0
17938,3.3,50.0,1
17939,3.3,76.0,3
17940,3.2,40.0,1
17941,3.2,72.0,3
17942,3.2,80.0,3
17943,3.2,63.0,0
17944,3.2,65.0,0
17945,3.2,74.0,3
17946,3.2,73.0,3
17947,3.2,72.0,3
17948,3.2,62.0,0
17949,3.2,44.0,1
17950,3.2,76.0,3
17951,3.2,70.0,0
17952,3.2,51.0,1
17953,3.2,48.0,1
17954,3.2,69.0,0
17955,3.2,51.0,1
17956,3.2,50.0,1
17957,3.2,71.0,3
17958,3.2,56.0,0
17959,3.2,92.0,3
17960,3.2,82.0,3
17961,3.2,80.0,3
17962,3.2,56.0,0
17963,3.2,42.0,1
17964,3.2,57.0,0
17965,3.2,68.0,0
17966,3.2,55.0,0
17967,3.2,73.0,3
17968,3.2,68.0,0
17969,3.2,75.0,3
17970,3.2,79.0,3
17971,3.2,67.0,0
17972,3.2,55.0,0
17973,3.2,61.0,0
17974,3.2,60.0,0
17975,3.2,37.0,1
17976,3.2,61.0,0
17977,3.1,69.0,0
17978,3.1,62.0,0
17979,3.1,54.0,0
17980,3.1,76.0,3
17981,3.1,41.0,1
17982,3.1,51.0,1
17983,3.1,75.0,3
17984,3.1,62.0,0
17985,3.1,63.0,0
17986,3.1,56.0,0
17987,3.1,72.0,3
17988,3.1,57.0,0
17989,3.1,47.0,1
17990,3.1,73.0,3
17991,3.1,80.0,3
17992,3.1,50.0,1
17993,3.1,63.0,0
17994,3.1,47.0,1
17995,3.1,63.0,0
17996,3.1,61.0,0
17997,3.1,67.0,0
17998,3.1,77.0,3
17999,3.1,71.0,3
18000,3.1,70.0,0
18001,3.1,64.0,0
18002,3.0,51.0,1
18003,3.0,54.0,0
18004,3.0,52.0,1
18005,3.0,90.0,3
18006,3.0,56.0,0
18007,3.0,73.0,3
18008,3.0,84.0,3
18009,3.0,77.0,3
18010,3.0,54.0,0
18011,3.0,79.0,3
18012,3.0,64.0,0
18013,3.0,51.0,1
18014,3.0,86.0,3
18015,3.0,57.0,0
18016,3.0,55.0,0
18017,3.0,63.0,0
18018,3.0,75.0,3
18019,3.0,68.0,0
18020,3.0,84.0,3
18021,3.0,55.0,0
18022,3.0,88.0,3
18023,3.0,66.0,0
18024,3.0,45.0,1
18025,3.0,59.0,0
18026,3.0,83.0,3
18027,3.0,39.0,1
18028,3.0,68.0,0
18029,3.0,66.0,0
18030,3.0,56.0,0
18031,3.0,48.0,1
18032,3.0,48.0,1
18033,2.9,76.0,3
18034,2.9,65.0,0
18035,2.9,63.0,0
18036,2.9,73.0,3
18037,2.9,67.0,0
18038,2.9,47.0,1
18039,2.9,57.0,0
18040,2.9,73.0,3
18041,2.9,82.0,3
18042,2.9,75.0,3
18043,2.9,69.0,0
18044,2.9,67.0,0
18045,2.9,56.0,0
18046,2.9,63.0,0
18047,2.9,63.0,0
18048,2.9,64.0,0
18049,2.9,64.0,0
18050,2.9,77.0,3
18051,2.9,71.0,3
18052,2.9,42.0,1
18053,2.9,90.0,3
18054,2.9,79.0,3
18055,2.9,85.0,3
18056,2.9,66.0,0
18057,2.9,73.0,3
18058,2.9,73.0,3
18059,2.9,63.0,0
18060,2.9,65.0,0
18061,2.9,73.0,3
18062,2.9,83.0,3
18063,2.9,59.0,0
18064,2.9,45.0,1
18065,2.9,65.0,0
18066,2.9,62.0,0
18067,2.9,46.0,1
18068,2.9,50.0,1
18069,2.9,53.0,1
18070,2.8,87.0,3
18071,2.8,68.0,0
18072,2.8,71.0,3
18073,2.8,57.0,0
18074,2.8,54.0,0
18075,2.8,74.0,3
18076,2.8,86.0,3
18077,2.8,56.0,0
18078,2.8,34.0,1
18079,2.8,73.0,3
18080,2.8,66.0,0
18081,2.8,80.0,3
18082,2.8,46.0,1
18083,2.8,59.0,0
18084,2.8,73.0,3
18085,2.8,64.0,0
18086,2.8,69.0,0
18087,2.8,68.0,0
18088,2.8,58.0,0
18089,2.8,75.0,3
18090,2.8,77.0,3
18091,2.8,68.0,0
18092,2.8,55.0,0
18093,2.8,61.0,0
18094,2.8,75.0,3
18095,2.8,57.0,0
18096,2.8,54.0,0
18097,2.8,80.0,3
18098,2.7,69.0,0
18099,2.7,58.0,0
18100,2.7,69.0,0
18101,2.7,63.0,0
18102,2.7,61.0,0
18103,2.7,76.0,3
18104,2.7,71.0,3
18105,2.7,72.0,3
18106,2.7,85.0,3
18107,2.7,72.0,3
18108,2.7,53.0,1
18109,2.7,68.0,0
18110,2.7,74.0,3
18111,2.7,57.0,0
18112,2.7,58.0,0
18113,2.7,58.0,0
18114,2.7,51.0,1
18115,2.7,54.0,0
18116,2.7,70.0,0
18117,2.7,62.0,0
18118,2.7,85.0,3
18119,2.7,67.0,0
18120,2.7,71.0,3
18121,2.7,71.0,3
18122,2.7,82.0,3
18123,2.7,64.0,0
18124,2.7,68.0,0
18125,2.7,54.0,0
18126,2.7,58.0,0
18127,2.7,65.0,0
18128,2.7,67.0,0
18129,2.7,69.0,0
18130,2.7,58.0,0
18131,2.7,73.0,3
18132,2.7,64.0,0
18133,2.7,56.0,0
18134,2.7,47.0,1
18135,2.6,76.0,3
18136,2.6,89.0,3
18137,2.6,49.0,1
18138,2.6,65.0,0
18139,2.6,75.0,3
18140,2.6,74.0,3
18141,2.6,65.0,0
18142,2.6,57.0,0
18143,2.6,47.0,1
18144,2.6,44.0,1
18145,2.6,93.0,3
18146,2.6,81.0,3
18147,2.6,71.0,3
18148,2.6,84.0,3
18149,2.6,42.0,1
18150,2.6,63.0,0
18151,2.6,53.0,1
18152,2.6,82.0,3
18153,2.6,61.0,0
18154,2.6,54.0,0
18155,2.6,54.0,0
18156,2.6,72.0,3
18157,2.6,73.0,3
18158,2.6,87.0,3
18159,2.6,38.0,1
18160,2.6,70.0,0
18161,2.6,80.0,3
18162,2.6,63.0,0
18163,2.6,72.0,3
18164,2.6,59.0,0
18165,2.6,49.0,1
18166,2.6,70.0,0
18167,2.6,61.0,0
18168,2.6,76.0,3
18169,2.6,60.0,0
18170,2.6,64.0,0
18171,2.6,60.0,0
18172,2.6,61.0,0
18173,2.6,49.0,1
18174,2.6,52.0,1
18175,2.6,58.0,0
18176,2.5,64.0,0
18177,2.5,72.0,3
18178,2.5,61.0,0
18179,2.5,56.0,0
18180,2.5,80.0,3
18181,2.5,81.0,3
18182,2.5,85.0,3
18183,2.5,59.0,0
18184,2.5,71.0,3
18185,2.5,48.0,1
18186,2.5,48.0,1
18187,2.5,97.0,3
18188,2.5,69.0,0
18189,2.5,49.0,1
18190,2.5,56.0,0
18191,2.5,48.0,1
18192,2.5,61.0,0
18193,2.5,87.0,3
18194,2.5,68.0,0
18195,2.5,41.0,1
18196,2.5,64.0,0
18197,2.5,87.0,3
18198,2.5,70.0,0
18199,2.5,47.0,1
18200,2.5,45.0,1
18201,2.5,73.0,3
18202,2.5,92.0,3
18203,2.5,68.0,0
18204,2.5,63.0,0
18205,2.5,61.0,0
18206,2.5,62.0,0
18207,2.5,70.0,0
18208,2.5,71.0,3
18209,2.5,56.0,0
18210,2.5,71.0,3
18211,2.5,77.0,3
18212,2.5,38.0,1
18213,2.5,66.0,0
18214,2.5,79.0,3
18215,2.5,73.0,3
18216,2.5,59.0,0
18217,2.5,48.0,1
18218,2.5,56.0,0
18219,2.5,70.0,0
18220,2.5,63.0,0
18221,2.5,69.0,0
18222,2.5,58.0,0
18223,2.5,68.0,0
18224,2.5,87.0,3
18225,2.5,68.0,0
18226,2.5,50.0,1
18227,2.5,75.0,3
18228,2.5,67.0,0
18229,2.5,44.0,1
18230,2.5,52.0,1
18231,2.4,81.0,3
18232,2.4,80.0,3
18233,2.4,86.0,3
18234,2.4,87.0,3
18235,2.4,49.0,1
18236,2.4,59.0,0
18237,2.4,48.0,1
18238,2.4,90.0,3
18239,2.4,71.0,3
18240,2.4,63.0,0
18241,2.4,71.0,3
18242,2.4,48.0,1
18243,2.4,53.0,1
18244,2.4,49.0,1
18245,2.4,63.0,0
18246,2.4,73.0,3
18247,2.4,49.0,1
18248,2.4,55.0,0
18249,2.4,56.0,0
18250,2.4,67.0,0
18251,2.4,64.0,0
18252,2.4,51.0,1
18253,2.4,56.0,0
18254,2.4,65.0,0
18255,2.4,54.0,0
18256,2.4,58.0,0
18257,2.4,64.0,0
18258,2.4,81.0,3
18259,2.4,56.0,0
18260,2.4,51.0,1
18261,2.4,73.0,3
18262,2.4,45.0,1
18263,2.4,69.0,0
18264,2.4,39.0,1
18265,2.4,67.0,0
18266,2.4,58.0,0
18267,2.4,64.0,0
18268,2.4,88.0,3
18269,2.4,89.0,3
18270,2.4,53.0,1
18271,2.4,77.0,3
18272,2.4,58.0,0
18273,2.4,94.0,3
18274,2.4,60.0,0
18275,2.4,63.0,0
18276,2.4,73.0,3
18277,2.4,60.0,0
18278,2.4,56.0,0
18279,2.4,68.0,0
18280,2.4,56.0,0
18281,2.3,61.0,0
18282,2.3,52.0,1
18283,2.3,82.0,3
18284,2.3,67.0,0
18285,2.3,66.0,0
18286,2.3,48.0,1
18287,2.3,61.0,0
18288,2.3,60.0,0
18289,2.3,91.0,3
18290,2.3,63.0,0
18291,2.3,59.0,0
18292,2.3,55.0,0
18293,2.3,89.0,3
18294,2.3,64.0,0
18295,2.3,61.0,0
18296,2.3,61.0,0
18297,2.3,63.0,0
18298,2.3,65.0,0
18299,2.3,44.0,1
18300,2.3,77.0,3
18301,2.3,54.0,0
18302,2.3,79.0,3
18303,2.3,64.0,0
18304,2.3,77.0,3
18305,2.3,95.0,3
18306,2.3,76.0,3
18307,2.3,71.0,3
18308,2.3,51.0,1
18309,2.3,53.0,1
18310,2.3,58.0,0
18311,2.3,83.0,3
18312,2.3,64.0,0
18313,2.3,53.0,1
18314,2.2,80.0,3
18315,2.2,57.0,0
18316,2.2,74.0,3
18317,2.2,65.0,0
18318,2.2,68.0,0
18319,2.2,34.0,1
18320,2.2,63.0,0
18321,2.2,42.0,1
18322,2.2,57.0,0
18323,2.2,58.0,0
18324,2.2,70.0,0
18325,2.2,44.0,1
18326,2.2,56.0,0
18327,2.2,49.0,1
18328,2.2,83.0,3
18329,2.2,53.0,1
18330,2.2,60.0,0
18331,2.2,68.0,0
18332,2.2,63.0,0
18333,2.2,75.0,3
18334,2.2,52.0,1
18335,2.2,78.0,3
18336,2.2,84.0,3
18337,2.2,57.0,0
18338,2.2,76.0,3
18339,2.2,50.0,1
18340,2.2,73.0,3
18341,2.2,72.0,3
18342,2.2,73.0,3
18343,2.2,48.0,1
18344,2.2,64.0,0
18345,2.2,85.0,3
18346,2.2,44.0,1
18347,2.2,68.0,0
18348,2.2,72.0,3
18349,2.2,82.0,3
18350,2.2,32.0,1
18351,2.2,79.0,3
18352,2.2,55.0,0
18353,2.2,70.0,0
18354,2.2,50.0,1
18355,2.2,65.0,0
18356,2.2,80.0,3
18357,2.2,79.0,3
18358,2.2,54.0,0
18359,2.2,52.0,1
18360,2.2,72.0,3
18361,2.2,83.0,3
18362,2.2,51.0,1
18363,2.2,61.0,0
18364,2.2,68.0,0
18365,2.2,77.0,3
18366,2.2,63.0,0
18367,2.2,57.0,0
18368,2.1,74.0,3
18369,2.1,63.0,0
18370,2.1,84.0,3
18371,2.1,50.0,1
18372,2.1,59.0,0
18373,2.1,48.0,1
18374,2.1,65.0,0
18375,2.1,64.0,0
18376,2.1,55.0,0
18377,2.1,62.0,0
18378,2.1,77.0,3
18379,2.1,84.0,3
18380,2.1,64.0,0
18381,2.1,57.0,0
18382,2.1,64.0,0
18383,2.1,87.0,3
18384,2.1,51.0,1
18385,2.1,69.0,0
18386,2.1,51.0,1
18387,2.1,70.0,0
18388,2.1,63.0,0
18389,2.1,55.0,0
18390,2.1,76.0,3
18391,2.1,77.0,3
18392,2.1,68.0,0
18393,2.1,77.0,3
18394,2.1,63.0,0
18395,2.1,64.0,0
18396,2.1,67.0,0
18397,2.1,49.0,1
18398,2.1,74.0,3
18399,2.1,72.0,3
18400,2.1,55.0,0
18401,2.1,77.0,3
18402,2.1,66.0,0
18403,2.1,53.0,1
18404,2.1,94.0,3
18405,2.1,71.0,3
18406,2.1,84.0,3
18407,2.1,47.0,1
18408,2.1,63.0,0
18409,2.1,73.0,3
18410,2.1,59.0,0
18411,2.1,53.0,1
18412,2.1,55.0,0
18413,2.1,38.0,1
18414,2.1,64.0,0
18415,2.1,61.0,0
18416,2.1,62.0,0
18417,2.1,72.0,3
18418,2.1,84.0,3
18419,2.1,51.0,1
18420,2.1,79.0,3
18421,2.1,76.0,3
18422,2.1,52.0,1
18423,2.1,53.0,1
18424,2.1,56.0,0
18425,2.1,60.0,0
18426,2.0,78.0,3
18427,2.0,93.0,3
18428,2.0,65.0,0
18429,2.0,51.0,1
18430,2.0,50.0,1
18431,2.0,51.0,1
18432,2.0,41.0,1
18433,2.0,31.0,1
18434,2.0,34.0,1
18435,2.0,65.0,0
18436,2.0,80.0,3
18437,2.0,82.0,3
18438,2.0,73.0,3
18439,2.0,59.0,0
18440,2.0,55.0,0
18441,2.0,47.0,1
18442,2.0,63.0,0
18443,2.0,60.0,0
18444,2.0,73.0,3
18445,2.0,72.0,3
18446,2.0,69.0,0
18447,2.0,82.0,3
18448,2.0,70.0,0
18449,2.0,60.0,0
18450,2.0,56.0,0
18451,2.0,56.0,0
18452,2.0,62.0,0
18453,2.0,62.0,0
18454,2.0,72.0,3
18455,2.0,47.0,1
18456,2.0,57.0,0
18457,2.0,64.0,0
18458,2.0,51.0,1
18459,2.0,63.0,0
18460,2.0,55.0,0
18461,2.0,66.0,0
18462,2.0,48.0,1
18463,2.0,64.0,0
18464,2.0,71.0,3
18465,2.0,63.0,0
18466,2.0,87.0,3
18467,2.0,65.0,0
18468,2.0,50.0,1
18469,2.0,73.0,3
18470,2.0,61.0,0
18471,2.0,70.0,0
18472,2.0,64.0,0
18473,2.0,91.0,3
18474,2.0,60.0,0
18475,2.0,77.0,3
18476,2.0,74.0,3
18477,2.0,56.0,0
18478,2.0,53.0,1
18479,2.0,68.0,0
18480,2.0,65.0,0
18481,2.0,42.0,1
18482,2.0,58.0,0
18483,2.0,69.0,0
18484,2.0,63.0,0
18485,2.0,62.0,0
18486,2.0,48.0,1
18487,2.0,52.0,1
18488,2.0,69.0,0
18489,2.0,55.0,0
18490,2.0,47.0,1
18491,2.0,60.0,0
18492,2.0,69.0,0
18493,2.0,70.0,0
18494,2.0,55.0,0
18495,1.9,94.0,3
18496,1.9,66.0,0
18497,1.9,43.0,1
18498,1.9,82.0,3
18499,1.9,67.0,0
18500,1.9,99.0,3
18501,1.9,63.0,0
18502,1.9,62.0,0
18503,1.9,54.0,0
18504,1.9,58.0,0
18505,1.9,80.0,3
18506,1.9,61.0,0
18507,1.9,73.0,3
18508,1.9,59.0,0
18509,1.9,65.0,0
18510,1.9,73.0,3
18511,1.9,75.0,3
18512,1.9,67.0,0
18513,1.9,66.0,0
18514,1.9,74.0,3
18515,1.9,44.0,1
18516,1.9,56.0,0
18517,1.9,65.0,0
18518,1.9,89.0,3
18519,1.9,56.0,0
18520,1.9,70.0,0
18521,1.9,55.0,0
18522,1.9,62.0,0
18523,1.9,45.0,1
18524,1.9,59.0,0
18525,1.9,67.0,0
18526,1.9,56.0,0
18527,1.9,72.0,3
18528,1.9,79.0,3
18529,1.9,80.0,3
18530,1.9,56.0,0
18531,1.9,50.0,1
18532,1.9,68.0,0
18533,1.9,61.0,0
18534,1.9,90.0,3
18535,1.9,71.0,3
18536,1.9,56.0,0
18537,1.9,45.0,1
18538,1.9,24.0,1
18539,1.9,76.0,3
18540,1.9,53.0,1
18541,1.9,57.0,0
18542,1.9,59.0,0
18543,1.9,54.0,0
18544,1.9,49.0,1
18545,1.9,68.0,0
18546,1.9,46.0,1
18547,1.9,56.0,0
18548,1.9,56.0,0
18549,1.9,61.0,0
18550,1.8,62.0,0
18551,1.8,92.0,3
18552,1.8,69.0,0
18553,1.8,50.0,1
18554,1.8,56.0,0
18555,1.8,66.0,0
18556,1.8,82.0,3
18557,1.8,39.0,1
18558,1.8,38.0,1
18559,1.8,35.0,1
18560,1.8,65.0,0
18561,1.8,70.0,0
18562,1.8,47.0,1
18563,1.8,61.0,0
18564,1.8,66.0,0
18565,1.8,75.0,3
18566,1.8,59.0,0
18567,1.8,73.0,3
18568,1.8,64.0,0
18569,1.8,64.0,0
18570,1.8,58.0,0
18571,1.8,83.0,3
18572,1.8,86.0,3
18573,1.8,73.0,3
18574,1.8,62.0,0
18575,1.8,56.0,0
18576,1.8,80.0,3
18577,1.8,53.0,1
18578,1.8,66.0,0
18579,1.8,74.0,3
18580,1.8,57.0,0
18581,1.8,50.0,1
18582,1.8,71.0,3
18583,1.8,79.0,3
18584,1.8,82.0,3
18585,1.8,64.0,0
18586,1.8,50.0,1
18587,1.8,58.0,0
18588,1.8,58.0,0
18589,1.8,91.0,3
18590,1.8,76.0,3
18591,1.8,68.0,0
18592,1.8,62.0,0
18593,1.8,55.0,0
18594,1.8,42.0,1
18595,1.8,63.0,0
18596,1.8,68.0,0
18597,1.8,57.0,0
18598,1.8,45.0,1
18599,1.8,56.0,0
18600,1.8,48.0,1
18601,1.8,51.0,1
18602,1.8,67.0,0
18603,1.8,53.0,1
18604,1.8,60.0,0
18605,1.7,97.0,3
18606,1.7,78.0,3
18607,1.7,72.0,3
18608,1.7,50.0,1
18609,1.7,50.0,1
18610,1.7,68.0,0
18611,1.7,52.0,1
18612,1.7,73.0,3
18613,1.7,71.0,3
18614,1.7,28.0,1
18615,1.7,77.0,3
18616,1.7,80.0,3
18617,1.7,47.0,1
18618,1.7,68.0,0
18619,1.7,66.0,0
18620,1.7,78.0,3
18621,1.7,73.0,3
18622,1.7,79.0,3
18623,1.7,59.0,0
18624,1.7,33.0,1
18625,1.7,92.0,3
18626,1.7,64.0,0
18627,1.7,60.0,0
18628,1.7,55.0,0
18629,1.7,63.0,0
18630,1.7,68.0,0
18631,1.7,45.0,1
18632,1.7,70.0,0
18633,1.7,81.0,3
18634,1.7,78.0,3
18635,1.7,67.0,0
18636,1.7,59.0,0
18637,1.7,56.0,0
18638,1.7,89.0,3
18639,1.7,67.0,0
18640,1.7,66.0,0
18641,1.7,73.0,3
18642,1.7,77.0,3
18643,1.7,63.0,0
18644,1.7,57.0,0
18645,1.7,51.0,1
18646,1.7,55.0,0
18647,1.7,68.0,0
18648,1.7,56.0,0
18649,1.7,74.0,3
18650,1.7,55.0,0
18651,1.7,47.0,1
18652,1.7,72.0,3
18653,1.7,62.0,0
18654,1.7,83.0,3
18655,1.7,68.0,0
18656,1.7,43.0,1
18657,1.7,72.0,3
18658,1.7,77.0,3
18659,1.7,69.0,0
18660,1.7,72.0,3
18661,1.7,62.0,0
18662,1.7,74.0,3
18663,1.7,94.0,3
18664,1.7,68.0,0
18665,1.7,54.0,0
18666,1.7,67.0,0
18667,1.7,54.0,0
18668,1.7,72.0,3
18669,1.7,75.0,3
18670,1.7,81.0,3
18671,1.7,55.0,0
18672,1.7,48.0,1
18673,1.7,74.0,3
18674,1.7,49.0,1
18675,1.7,39.0,1
18676,1.7,59.0,0
18677,1.7,60.0,0
18678,1.7,71.0,3
18679,1.7,51.0,1
18680,1.7,47.0,1
18681,1.7,57.0,0
18682,1.7,62.0,0
18683,1.7,51.0,1
18684,1.7,75.0,3
18685,1.7,56.0,0
18686,1.7,54.0,0
18687,1.7,48.0,1
18688,1.6,49.0,1
18689,1.6,73.0,3
18690,1.6,89.0,3
18691,1.6,70.0,0
18692,1.6,76.0,3
18693,1.6,61.0,0
18694,1.6,58.0,0
18695,1.6,85.0,3
18696,1.6,71.0,3
18697,1.6,52.0,1
18698,1.6,53.0,1
18699,1.6,74.0,3
18700,1.6,72.0,3
18701,1.6,48.0,1
18702,1.6,60.0,0
18703,1.6,86.0,3
18704,1.6,41.0,1
18705,1.6,59.0,0
18706,1.6,62.0,0
18707,1.6,45.0,1
18708,1.6,61.0,0
18709,1.6,56.0,0
18710,1.6,62.0,0
18711,1.6,57.0,0
18712,1.6,60.0,0
18713,1.6,75.0,3
18714,1.6,63.0,0
18715,1.6,72.0,3
18716,1.6,75.0,3
18717,1.6,51.0,1
18718,1.6,59.0,0
18719,1.6,53.0,1
18720,1.6,92.0,3
18721,1.6,55.0,0
18722,1.6,42.0,1
18723,1.6,50.0,1
18724,1.6,55.0,0
18725,1.6,63.0,0
18726,1.6,59.0,0
18727,1.6,65.0,0
18728,1.6,54.0,0
18729,1.6,60.0,0
18730,1.6,54.0,0
18731,1.6,66.0,0
18732,1.6,90.0,3
18733,1.6,81.0,3
18734,1.6,90.0,3
18735,1.6,73.0,3
18736,1.6,52.0,1
18737,1.6,61.0,0
18738,1.6,64.0,0
18739,1.6,42.0,1
18740,1.6,33.0,1
18741,1.6,53.0,1
18742,1.6,82.0,3
18743,1.6,52.0,1
18744,1.6,48.0,1
18745,1.6,43.0,1
18746,1.6,67.0,0
18747,1.6,35.0,1
18748,1.6,41.0,1
18749,1.6,60.0,0
18750,1.6,49.0,1
18751,1.6,62.0,0
18752,1.6,61.0,0
18753,1.6,51.0,1
18754,1.6,75.0,3
18755,1.6,64.0,0
18756,1.6,60.0,0
18757,1.6,59.0,0
18758,1.6,63.0,0
18759,1.6,62.0,0
18760,1.6,67.0,0
18761,1.6,48.0,1
18762,1.6,54.0,0
18763,1.6,54.0,0
18764,1.6,69.0,0
18765,1.6,67.0,0
18766,1.6,75.0,3
18767,1.6,46.0,1
18768,1.6,44.0,1
18769,1.6,52.0,1
18770,1.6,75.0,3
18771,1.6,55.0,0
18772,1.5,72.0,3
18773,1.5,39.0,1
18774,1.5,67.0,0
18775,1.5,69.0,0
18776,1.5,72.0,3
18777,1.5,73.0,3
18778,1.5,61.0,0
